Song Title | Composer | Voice Type | Tonality | Filename
Schlaflied [Schlummerlied] - D527 | Schubert, Franz | Medium | Original | Schlaflied_[Schlummerlied]_-_D527_Medium_Original.pdf
Schwanengesang - 00. Full Cycle - D957 | Schubert, Franz | High | Original | Schwanengesang_-_00._Full_Cycle_-_D957_High_Original.pdf
Schwanengesang - 01. Liebesbotschaft - D957 | Schubert, Franz | High | Original | Schwanengesang_-_01._Liebesbotschaft_-_D957_High_Original.pdf
Schwanengesang - 02. Kriegers Ahnung - D957 | Schubert, Franz | High | Original | Schwanengesang_-_02._Kriegers_Ahnung_-_D957_High_Original.pdf
Schwanengesang - 03. Frühlingssehnsucht - D957 | Schubert, Franz | High | Original | Schwanengesang_-_03._Frühlingssehnsucht_-_D957_High_Original.pdf
Schwanengesang - 04. Ständchen - D957 | Schubert, Franz | High | Original | Schwanengesang_-_04._Ständchen_-_D957_High_Original.pdf
Schwanengesang - 05. Aufenthalt - D957 | Schubert, Franz | High | Original | Schwanengesang_-_05._Aufenthalt_-_D957_High_Original.pdf
Schwanengesang - 06. In der Ferne - D957 | Schubert, Franz | High | Original | Schwanengesang_-_06._In_der_Ferne_-_D957_High_Original.pdf
Schwanengesang - 07. Abschied - D957 | Schubert, Franz | High | Original | Schwanengesang_-_07._Abschied_-_D957_High_Original.pdf
Schwanengesang - 08. Der Atlas - D957 | Schubert, Franz | High | Original | Schwanengesang_-_08._Der_Atlas_-_D957_High_Original.pdf
Schwanengesang - 09. Ihr Bild - D957 | Schubert, Franz | High | Original | Schwanengesang_-_09._Ihr_Bild_-_D957_High_Original.pdf
Schwanengesang - 10. Das Fischermädchen - D957 | Schubert, Franz | High | Original | Schwanengesang_-_10._Das_Fischermädchen_-_D957_High_Original.pdf
Schwanengesang - 11. Die Stadt [fr] - D957 | Schubert, Franz | High | Original | Schwanengesang_-_11._Die_Stadt_[fr]_-_D957_High_Original.pdf
Schwanengesang - 12. Am Meer - D957 | Schubert, Franz | High | Original | Schwanengesang_-_12._Am_Meer_-_D957_High_Original.pdf
Schwanengesang - 13. Der Doppelgänger - D957 | Schubert, Franz | High | Original | Schwanengesang_-_13._Der_Doppelgänger_-_D957_High_Original.pdf
Schwanengesang - 14. Die Taubenpost - D957 | Schubert, Franz | High | Original | Schwanengesang_-_14._Die_Taubenpost_-_D957_High_Original.pdf
Schwanengesang - D744 | Schubert, Franz | Medium | Original | Schwanengesang_-_D744_Medium_Original.pdf
Schwangesang - D318 | Schubert, Franz | Medium | Original | Schwangesang_-_D318_Medium_Original.pdf
Schweizerlied - D559 | Schubert, Franz | Medium | Original | Schweizerlied_-_D559_Medium_Original.pdf
Schwestergruß - D762 | Schubert, Franz | Medium | Original | Schwestergruß_-_D762_Medium_Original.pdf
Sehnsucht - D123 | Schubert, Franz | Medium | Original | Sehnsucht_-_D123_Medium_Original.pdf
Sehnsucht - D310 | Schubert, Franz | Medium | Original | Sehnsucht_-_D310_Medium_Original.pdf
Sehnsucht - D359 | Schubert, Franz | Medium | Original | Sehnsucht_-_D359_Medium_Original.pdf
Sehnsucht - D481 | Schubert, Franz | Medium | Original | Sehnsucht_-_D481_Medium_Original.pdf
Sehnsucht - D516 | Schubert, Franz | Medium | Original | Sehnsucht_-_D516_Medium_Original.pdf
Sehnsucht - D52 | Schubert, Franz | Low | Original | Sehnsucht_-_D52_Low_Original.pdf
Sehnsucht - D636 | Schubert, Franz | Medium | Original | Sehnsucht_-_D636_Medium_Original.pdf
Sehnsucht - D879 | Schubert, Franz | Medium | Original | Sehnsucht_-_D879_Medium_Original.pdf
Sehnsucht der Liebe - D180 | Schubert, Franz | Medium | Original | Sehnsucht_der_Liebe_-_D180_Medium_Original.pdf
Sei mir gegrüßt - D741 | Schubert, Franz | Medium | Original | Sei_mir_gegrüßt_-_D741_Medium_Original.pdf
Selige Welt - D743 | Schubert, Franz | Medium | Original | Selige_Welt_-_D743_Medium_Original.pdf
Seligkeit - D433 | Schubert, Franz | Medium | Original | Seligkeit_-_D433_Medium_Original.pdf
Selma und Selmar - D286 | Schubert, Franz | Medium | Original | Selma_und_Selmar_-_D286_Medium_Original.pdf
Seufzer - D198 | Schubert, Franz | Medium | Original | Seufzer_-_D198_Medium_Original.pdf
Shilrik und Vinvela - D293 | Schubert, Franz | Medium | Original | Shilrik_und_Vinvela_-_D293_Medium_Original.pdf
Skolie - D306 | Schubert, Franz | Medium | Original | Skolie_-_D306_Medium_Original.pdf
Skolie - D507 | Schubert, Franz | Medium | Original | Skolie_-_D507_Medium_Original.pdf
Son fra l'onde - D78 | Schubert, Franz | High | Original | Son_fra_l'onde_-_D78_High_Original.pdf
Sonett ('Allein, nachdenklich, wie gelähmt vom Krampfe') - D629 | Schubert, Franz | Medium | Original | Sonett_('Allein_nachdenklich_wie_gelähmt_vom_Krampfe')_-_D629_Medium_Original.pdf
Sonett ('Apollo, lebet noch dein hold Verlangen') - D628 | Schubert, Franz | Medium | Original | Sonett_('Apollo_lebet_noch_dein_hold_Verlangen')_-_D628_Medium_Original.pdf
Sonett ('Nunmehr, da Himmel, Erde schweigt') - D630 | Schubert, Franz | Medium | Original | Sonett_('Nunmehr_da_Himmel_Erde_schweigt')_-_D630_Medium_Original.pdf
Sprache der Liebe - D410 | Schubert, Franz | Medium | Original | Sprache_der_Liebe_-_D410_Medium_Original.pdf
Ständchen (Horch, horch! die Lerch') - D889 | Schubert, Franz | Medium | Original | Ständchen_(Horch_horch!_die_Lerch')_-_D889_Medium_Original.pdf
Stimme der Liebe (Abendgewölke) - D418 | Schubert, Franz | Medium | Original | Stimme_der_Liebe_(Abendgewölke)_-_D418_Medium_Original.pdf
Stimme der Liebe (Meine Selinde) - D412 | Schubert, Franz | Medium | Original | Stimme_der_Liebe_(Meine_Selinde)_-_D412_Medium_Original.pdf
Stimme der Liebe - D187 | Schubert, Franz | Medium | Original | Stimme_der_Liebe_-_D187_Medium_Original.pdf
Stimme der Liebe - D419 | Schubert, Franz | Medium | Original | Stimme_der_Liebe_-_D419_Medium_Original.pdf
Suleika I - D720 | Schubert, Franz | Medium | Original | Suleika_I_-_D720_Medium_Original.pdf
Suleika II - D717 | Schubert, Franz | Medium | Original | Suleika_II_-_D717_Medium_Original.pdf
Täglich zu singen - D533 | Schubert, Franz | Medium | Original | Täglich_zu_singen_-_D533_Medium_Original.pdf
Thekla (eine Geisterstimme) - D595 | Schubert, Franz | Medium | Original | Thekla_(eine_Geisterstimme)_-_D595_Medium_Original.pdf
Thekla (eine Geisterstimme) - D73 | Schubert, Franz | Medium | Original | Thekla_(eine_Geisterstimme)_-_D73_Medium_Original.pdf
Tiefes Leid - D876 | Schubert, Franz | Medium | Original | Tiefes_Leid_-_D876_Medium_Original.pdf
Tischlerlied - D274 | Schubert, Franz | Medium | Original | Tischlerlied_-_D274_Medium_Original.pdf
Tischlied - D234 | Schubert, Franz | Medium | Original | Tischlied_-_D234_Medium_Original.pdf
Todes-Musik - D758 | Schubert, Franz | Medium | Original | Todes-Musik_-_D758_Medium_Original.pdf
Totengräber - D44 | Schubert, Franz | Low | Original | Totengräber_-_D44_Low_Original.pdf
Totengräber-Weise - D869 | Schubert, Franz | Medium | Original | Totengräber-Weise_-_D869_Medium_Original.pdf
Totengräbers Heimweh - D842 | Schubert, Franz | Medium | Original | Totengräbers_Heimweh_-_D842_Medium_Original.pdf
Totenkranz für ein Kind - D275 | Schubert, Franz | Medium | Original | Totenkranz_für_ein_Kind_-_D275_Medium_Original.pdf
Trauer der Liebe - D465 | Schubert, Franz | Medium | Original | Trauer_der_Liebe_-_D465_Medium_Original.pdf
Trinklied - D148 | Schubert, Franz | Medium | Original | Trinklied_-_D148_Medium_Original.pdf
Trinklied - D183 | Schubert, Franz | Medium | Original | Trinklied_-_D183_Medium_Original.pdf
Trinklied - D888 | Schubert, Franz | Medium | Original | Trinklied_-_D888_Medium_Original.pdf
Trost - D523 | Schubert, Franz | Medium | Original | Trost_-_D523_Medium_Original.pdf
Trost - D671 | Schubert, Franz | Medium | Original | Trost_-_D671_Medium_Original.pdf
Trost im Liede - D546 | Schubert, Franz | Medium | Original | Trost_im_Liede_-_D546_Medium_Original.pdf
Trost im Liede - D546 | Schubert, Franz | Medium | Original | Trost_im_Liede_-_D546_Medium_Original.pdf
Trost in Tränen - D120 | Schubert, Franz | Medium | Original | Trost_in_Tränen_-_D120_Medium_Original.pdf
Trost. An Elisa - D97 | Schubert, Franz | Medium | Original | Trost._An_Elisa_-_D97_Medium_Original.pdf
Über allen Zauber Liebe - D682 | Schubert, Franz | Medium | Original | Über_allen_Zauber_Liebe_-_D682_Medium_Original.pdf
Über Wildemann - D884 | Schubert, Franz | Medium | Original | Über_Wildemann_-_D884_Medium_Original.pdf
Um Mitternacht - D862 | Schubert, Franz | Medium | Original | Um_Mitternacht_-_D862_Medium_Original.pdf
Uraniens Flucht - D554 | Schubert, Franz | Medium | Original | Uraniens_Flucht_-_D554_Medium_Original.pdf
Vaterlandslied - D287 | Schubert, Franz | Medium | Original | Vaterlandslied_-_D287_Medium_Original.pdf
Vedi quanto adoro - D510 | Schubert, Franz | High | Original | Vedi_quanto_adoro_-_D510_High_Original.pdf
Vergebliche Liebe - D177 | Schubert, Franz | Medium | Original | Vergebliche_Liebe_-_D177_Medium_Original.pdf
Vergißmeinnicht - D792 | Schubert, Franz | Medium | Original | Vergißmeinnicht_-_D792_Medium_Original.pdf
Verklärung - D59 | Schubert, Franz | Medium | Original | Verklärung_-_D59_Medium_Original.pdf
Versunken - D715 | Schubert, Franz | Medium | Original | Versunken_-_D715_Medium_Original.pdf
Viola - D786 | Schubert, Franz | Medium | Original | Viola_-_D786_Medium_Original.pdf
Vom Mitleiden Mariä - D632 | Schubert, Franz | Medium | Original | Vom_Mitleiden_Mariä_-_D632_Medium_Original.pdf
Von Ida - D228 | Schubert, Franz | Medium | Original | Von_Ida_-_D228_Medium_Original.pdf
Vor meiner Wiege - D927 | Schubert, Franz | Medium | Original | Vor_meiner_Wiege_-_D927_Medium_Original.pdf
Wandrers Nachtlied - D224 | Schubert, Franz | Medium | Original | Wandrers_Nachtlied_-_D224_Medium_Original.pdf
Wandrers Nachtlied - D768 | Schubert, Franz | Medium | Original | Wandrers_Nachtlied_-_D768_Medium_Original.pdf
Wehmut - D772 | Schubert, Franz | Medium | Original | Wehmut_-_D772_Medium_Original.pdf
Wer kauft Liebesgötter - D261 | Schubert, Franz | Medium | Original | Wer_kauft_Liebesgötter_-_D261_Medium_Original.pdf
Wie Ulfru fischt - D525 | Schubert, Franz | Low | Original | Wie_Ulfru_fischt_-_D525_Low_Original.pdf
Wiederschein - D639 | Schubert, Franz | Medium | Original | Wiederschein_-_D639_Medium_Original.pdf
Wiedersehn - D855 | Schubert, Franz | Medium | Original | Wiedersehn_-_D855_Medium_Original.pdf
Wiegenlied - D304 | Schubert, Franz | Medium | Original | Wiegenlied_-_D304_Medium_Original.pdf
Wiegenlied - D498 | Schubert, Franz | Medium | Original | Wiegenlied_-_D498_Medium_Original.pdf
Wiegenlied - D867 | Schubert, Franz | Medium | Original | Wiegenlied_-_D867_Medium_Original.pdf
Willkommen und Abschied - D767 | Schubert, Franz | Medium | Original | Willkommen_und_Abschied_-_D767_Medium_Original.pdf
Winterlied - D401 | Schubert, Franz | Medium | Original | Winterlied_-_D401_Medium_Original.pdf
Winterreise - 00. Full Cycle - D911 | Schubert, Franz | High | Original | Winterreise_-_00._Full_Cycle_-_D911_High_Original.pdf
Winterreise - 01. Gute Nacht - D911 | Schubert, Franz | High | Original | Winterreise_-_01._Gute_Nacht_-_D911_High_Original.pdf
Winterreise - 02. Die Wetterfahne - D911 | Schubert, Franz | High | Original | Winterreise_-_02._Die_Wetterfahne_-_D911_High_Original.pdf
Winterreise - 03. Gefrorne Tränen - D911 | Schubert, Franz | High | Original | Winterreise_-_03._Gefrorne_Tränen_-_D911_High_Original.pdf
Winterreise - 04. Erstarrung - D911 | Schubert, Franz | High | Original | Winterreise_-_04._Erstarrung_-_D911_High_Original.pdf
Winterreise - 05. Der Lindenbaum - D911 | Schubert, Franz | High | Original | Winterreise_-_05._Der_Lindenbaum_-_D911_High_Original.pdf
Winterreise - 06. Wasserflut - D911 | Schubert, Franz | High | Original | Winterreise_-_06._Wasserflut_-_D911_High_Original.pdf
Winterreise - 07. Auf dem Flusse - D911 | Schubert, Franz | High | Original | Winterreise_-_07._Auf_dem_Flusse_-_D911_High_Original.pdf
Winterreise - 08. Rückblick - D911 | Schubert, Franz | High | Original | Winterreise_-_08._Rückblick_-_D911_High_Original.pdf
Winterreise - 09. Irrlicht - D911 | Schubert, Franz | High | Original | Winterreise_-_09._Irrlicht_-_D911_High_Original.pdf
Winterreise - 10. Rast - D911 | Schubert, Franz | High | Original | Winterreise_-_10._Rast_-_D911_High_Original.pdf
Winterreise - 11. Frühlingstraum - D911 | Schubert, Franz | High | Original | Winterreise_-_11._Frühlingstraum_-_D911_High_Original.pdf
Winterreise - 12. Einsamkeit - D911 | Schubert, Franz | High | Original | Winterreise_-_12._Einsamkeit_-_D911_High_Original.pdf
Winterreise - 13. Die Post - D911 | Schubert, Franz | High | Original | Winterreise_-_13._Die_Post_-_D911_High_Original.pdf
Winterreise - 14. Der greise Kopf - D911 | Schubert, Franz | High | Original | Winterreise_-_14._Der_greise_Kopf_-_D911_High_Original.pdf
Winterreise - 15. Die Krähe - D911 | Schubert, Franz | High | Original | Winterreise_-_15._Die_Krähe_-_D911_High_Original.pdf
Winterreise - 16. Letzte Hoffnung - D911 | Schubert, Franz | High | Original | Winterreise_-_16._Letzte_Hoffnung_-_D911_High_Original.pdf
Winterreise - 17. Im Dorfe - D911 | Schubert, Franz | High | Original | Winterreise_-_17._Im_Dorfe_-_D911_High_Original.pdf
Winterreise - 18. Der stürmische Morgen - D911 | Schubert, Franz | High | Original | Winterreise_-_18._Der_stürmische_Morgen_-_D911_High_Original.pdf
Winterreise - 19. Täuschung - D911 | Schubert, Franz | High | Original | Winterreise_-_19._Täuschung_-_D911_High_Original.pdf
Winterreise - 20. Der Wegweiser - D911 | Schubert, Franz | High | Original | Winterreise_-_20._Der_Wegweiser_-_D911_High_Original.pdf
Winterreise - 21. Das Wirtshaus - D911 | Schubert, Franz | High | Original | Winterreise_-_21._Das_Wirtshaus_-_D911_High_Original.pdf
Winterreise - 22. Mut - D911 | Schubert, Franz | High | Original | Winterreise_-_22._Mut_-_D911_High_Original.pdf
Winterreise - 23. Die Nebensonnen - D911 | Schubert, Franz | High | Original | Winterreise_-_23._Die_Nebensonnen_-_D911_High_Original.pdf
Winterreise - 24. Der Leiermann - D911 | Schubert, Franz | High | Original | Winterreise_-_24._Der_Leiermann_-_D911_High_Original.pdf
Wonne der Wehmuth - D260 | Schubert, Franz | Medium | Original | Wonne_der_Wehmuth_-_D260_Medium_Original.pdf
Zufriedenheit - D362 | Schubert, Franz | Medium | Original | Zufriedenheit_-_D362_Medium_Original.pdf
Zufriedenheit - D501 | Schubert, Franz | Medium | Original | Zufriedenheit_-_D501_Medium_Original.pdf
Zum Punsche - D492 | Schubert, Franz | Medium | Original | Zum_Punsche_-_D492_Medium_Original.pdf
[Litanei] Am Tage Aller Seelen - D343 | Schubert, Franz | Medium | Original | [Litanei]_Am_Tage_Aller_Seelen_-_D343_Medium_Original.pdf
